delivery_id,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,extras_type
5889,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,1,Batsman_134,Batsman_128,Bowler_57,2,0,2,,,,
5890,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,2,Batsman_125,Batsman_38,Bowler_38,4,0,4,,,,
5891,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,3,Batsman_37,Batsman_25,Bowler_69,1,0,1,Batsman_37,run out,Batsman_74,
5892,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,4,Batsman_34,Batsman_52,Bowler_18,1,0,1,,,,
5893,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,5,Batsman_45,Batsman_150,Bowler_43,0,0,0,,,,
5894,30,1,Lucknow Super Giants,Kolkata Knight Riders,14,6,Batsman_143,Batsman_80,Bowler_45,0,0,0,,,,
5895,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,1,Batsman_53,Batsman_58,Bowler_14,4,0,4,,,,
5896,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,2,Batsman_144,Batsman_120,Bowler_51,6,0,6,,,,
5897,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,3,Batsman_114,Batsman_65,Bowler_34,6,0,6,,,,
5898,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,4,Batsman_34,Batsman_78,Bowler_52,4,0,4,,,,
5899,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,5,Batsman_30,Batsman_106,Bowler_76,0,0,0,Batsman_30,bowled,,
5900,30,1,Lucknow Super Giants,Kolkata Knight Riders,15,6,Batsman_37,Batsman_142,Bowler_39,0,0,0,Batsman_37,lbw,,
5901,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,1,Batsman_113,Batsman_67,Bowler_88,0,0,0,Batsman_113,run out,Batsman_108,
5902,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,2,Batsman_118,Batsman_133,Bowler_39,0,0,0,,,,
5903,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,3,Batsman_112,Batsman_12,Bowler_64,1,0,1,,,,
5904,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,4,Batsman_46,Batsman_33,Bowler_33,1,0,1,,,,
5905,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,5,Batsman_138,Batsman_31,Bowler_50,4,0,4,,,,
5906,30,1,Lucknow Super Giants,Kolkata Knight Riders,18,6,Batsman_80,Batsman_28,Bowler_63,1,0,1,,,,
5907,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,1,Batsman_68,Batsman_26,Bowler_14,2,0,2,,,,
5908,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,2,Batsman_75,Batsman_119,Bowler_29,2,0,2,,,,
5909,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,3,Batsman_148,Batsman_130,Bowler_84,0,0,0,,,,
5910,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,4,Batsman_3,Batsman_26,Bowler_18,1,4,5,,,,noballs
5911,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,5,Batsman_99,Batsman_129,Bowler_44,0,0,0,Batsman_99,stumped,Batsman_25,
5912,30,1,Lucknow Super Giants,Kolkata Knight Riders,19,6,Batsman_73,Batsman_70,Bowler_63,2,0,2,Batsman_73,stumped,Batsman_1,
5913,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,1,Batsman_8,Batsman_138,Bowler_77,3,0,3,,,,
5914,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,2,Batsman_67,Batsman_25,Bowler_78,2,0,2,,,,
5915,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,3,Batsman_40,Batsman_145,Bowler_32,1,0,1,,,,
5916,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,4,Batsman_82,Batsman_143,Bowler_58,6,0,6,,,,
5917,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,5,Batsman_99,Batsman_82,Bowler_54,0,0,0,,,,
5918,30,1,Lucknow Super Giants,Kolkata Knight Riders,20,6,Batsman_94,Batsman_149,Bowler_70,0,0,0,,,,
5919,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,1,Batsman_131,Batsman_4,Bowler_1,2,2,4,,,,legbyes
5920,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,2,Batsman_102,Batsman_135,Bowler_95,1,0,1,,,,
5921,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,3,Batsman_40,Batsman_14,Bowler_97,6,1,7,,,,wides
5922,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,4,Batsman_109,Batsman_147,Bowler_95,0,0,0,,,,
5923,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,5,Batsman_97,Batsman_101,Bowler_22,0,0,0,,,,
5924,30,2,Kolkata Knight Riders,Lucknow Super Giants,1,6,Batsman_18,Batsman_149,Bowler_72,0,4,4,,,,byes
5925,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,1,Batsman_43,Batsman_79,Bowler_20,2,0,2,,,,
5926,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,2,Batsman_61,Batsman_79,Bowler_75,0,0,0,,,,
5927,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,3,Batsman_139,Batsman_125,Bowler_83,2,0,2,,,,
5928,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,4,Batsman_37,Batsman_59,Bowler_31,1,0,1,,,,
5929,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,5,Batsman_39,Batsman_132,Bowler_84,0,0,0,,,,
5930,30,2,Kolkata Knight Riders,Lucknow Super Giants,2,6,Batsman_25,Batsman_112,Bowler_11,2,4,6,,,,legbyes
5931,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,1,Batsman_105,Batsman_23,Bowler_35,3,0,3,,,,
5932,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,2,Batsman_77,Batsman_17,Bowler_55,1,0,1,,,,
5933,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,3,Batsman_48,Batsman_119,Bowler_77,3,0,3,,,,
5934,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,4,Batsman_71,Batsman_85,Bowler_34,6,0,6,,,,
5935,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,5,Batsman_31,Batsman_122,Bowler_81,0,0,0,,,,
5936,30,2,Kolkata Knight Riders,Lucknow Super Giants,4,6,Batsman_124,Batsman_70,Bowler_76,0,0,0,,,,
5937,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,1,Batsman_48,Batsman_142,Bowler_100,1,0,1,,,,
5938,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,2,Batsman_127,Batsman_48,Bowler_3,4,0,4,,,,
5939,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,3,Batsman_6,Batsman_21,Bowler_73,4,0,4,,,,
5940,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,4,Batsman_83,Batsman_115,Bowler_42,2,0,2,,,,
5941,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,5,Batsman_96,Batsman_108,Bowler_65,0,0,0,,,,
5942,30,2,Kolkata Knight Riders,Lucknow Super Giants,5,6,Batsman_4,Batsman_1,Bowler_14,0,0,0,,,,
5943,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,1,Batsman_98,Batsman_40,Bowler_35,3,0,3,,,,
5944,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,2,Batsman_124,Batsman_10,Bowler_1,0,0,0,,,,
5945,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,3,Batsman_101,Batsman_115,Bowler_18,0,0,0,,,,
5946,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,4,Batsman_93,Batsman_122,Bowler_89,1,0,1,,,,
5947,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,5,Batsman_74,Batsman_118,Bowler_50,0,0,0,Batsman_74,stumped,Batsman_55,
5948,30,2,Kolkata Knight Riders,Lucknow Super Giants,6,6,Batsman_34,Batsman_138,Bowler_78,0,0,0,,,,
5949,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,1,Batsman_10,Batsman_107,Bowler_32,0,0,0,,,,
5950,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,2,Batsman_130,Batsman_4,Bowler_34,4,0,4,,,,
5951,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,3,Batsman_4,Batsman_81,Bowler_100,4,0,4,,,,
5952,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,4,Batsman_111,Batsman_143,Bowler_100,2,0,2,,,,
5953,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,5,Batsman_89,Batsman_116,Bowler_47,3,0,3,,,,
5954,30,2,Kolkata Knight Riders,Lucknow Super Giants,7,6,Batsman_83,Batsman_99,Bowler_70,1,0,1,,,,
5955,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,1,Batsman_129,Batsman_123,Bowler_68,0,0,0,,,,
5956,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,2,Batsman_29,Batsman_58,Bowler_6,0,0,0,,,,
5957,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,3,Batsman_68,Batsman_88,Bowler_32,0,0,0,,,,
5958,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,4,Batsman_68,Batsman_131,Bowler_37,0,3,3,,,,wides
5959,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,5,Batsman_99,Batsman_55,Bowler_98,0,1,1,,,,legbyes
5960,30,2,Kolkata Knight Riders,Lucknow Super Giants,8,6,Batsman_101,Batsman_31,Bowler_26,1,0,1,,,,
5961,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,1,Batsman_90,Batsman_84,Bowler_73,0,0,0,,,,
5962,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,2,Batsman_49,Batsman_64,Bowler_83,0,4,4,,,,noballs
5963,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,3,Batsman_2,Batsman_28,Bowler_92,2,0,2,,,,
5964,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,4,Batsman_50,Batsman_98,Bowler_7,4,0,4,,,,
5965,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,5,Batsman_134,Batsman_85,Bowler_78,0,0,0,,,,
5966,30,2,Kolkata Knight Riders,Lucknow Super Giants,9,6,Batsman_147,Batsman_70,Bowler_61,0,0,0,,,,
5967,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,1,Batsman_123,Batsman_100,Bowler_90,6,0,6,,,,
5968,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,2,Batsman_21,Batsman_101,Bowler_81,3,0,3,,,,
5969,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,3,Batsman_118,Batsman_99,Bowler_40,6,0,6,,,,
5970,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,4,Batsman_49,Batsman_21,Bowler_80,1,0,1,,,,
5971,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,5,Batsman_115,Batsman_145,Bowler_95,0,0,0,,,,
5972,30,2,Kolkata Knight Riders,Lucknow Super Giants,10,6,Batsman_17,Batsman_35,Bowler_54,0,0,0,,,,
5973,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,1,Batsman_36,Batsman_137,Bowler_97,6,0,6,,,,
5974,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,2,Batsman_114,Batsman_109,Bowler_74,0,0,0,,,,
5975,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,3,Batsman_107,Batsman_133,Bowler_12,0,0,0,,,,
5976,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,4,Batsman_28,Batsman_134,Bowler_89,2,0,2,,,,
5977,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,5,Batsman_61,Batsman_67,Bowler_42,2,0,2,,,,
5978,30,2,Kolkata Knight Riders,Lucknow Super Giants,11,6,Batsman_133,Batsman_15,Bowler_96,0,0,0,,,,
5979,30,2,Kolkata Knight Riders,Lucknow Super Giants,12,1,Batsman_27,Batsman_99,Bowler_23,4,0,4,,,,
5980,30,2,Kolkata Knight Riders,Lucknow Super Giants,12,2,Batsman_73,Batsman_33,Bowler_66,4,0,4,,,,
5981,30,2,Kolkata Knight Riders,Lucknow Super Giants,12,3,Batsman_53,Batsman_26,Bowler_60,0,0,0,Batsman_53,stumped,Batsman_20,
5982,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,1,Batsman_125,Batsman_100,Bowler_30,4,0,4,,,,
5983,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,2,Batsman_1,Batsman_47,Bowler_84,6,0,6,,,,
5984,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,3,Batsman_63,Batsman_94,Bowler_51,0,0,0,,,,
5985,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,4,Batsman_141,Batsman_127,Bowler_5,4,0,4,,,,
5986,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,5,Batsman_23,Batsman_69,Bowler_87,2,0,2,,,,
5987,30,2,Kolkata Knight Riders,Lucknow Super Giants,13,6,Batsman_25,Batsman_122,Bowler_17,2,0,2,,,,
5988,30,2,Kolkata Knight Riders,Lucknow Super Giants,14,1,Batsman_68,Batsman_80,Bowler_69,1,0,1,,,,
5989,30,2,Kolkata Knight Riders,Lucknow Super Giants,14,2,Batsman_63,Batsman_86,Bowler_37,2,0,2,,,,
5990,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,1,Batsman_93,Batsman_61,Bowler_6,3,0,3,,,,
5991,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,2,Batsman_5,Batsman_2,Bowler_35,1,0,1,,,,
5992,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,3,Batsman_43,Batsman_51,Bowler_35,0,0,0,,,,
5993,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,4,Batsman_58,Batsman_57,Bowler_43,1,0,1,,,,
5994,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,5,Batsman_143,Batsman_17,Bowler_68,3,0,3,,,,
5995,30,2,Kolkata Knight Riders,Lucknow Super Giants,15,6,Batsman_113,Batsman_77,Bowler_68,3,0,3,Batsman_113,lbw,,
5996,30,2,Kolkata Knight Riders,Lucknow Super Giants,16,1,Batsman_126,Batsman_54,Bowler_26,4,4,8,,,,byes
5997,30,2,Kolkata Knight Riders,Lucknow Super Giants,17,1,Batsman_3,Batsman_78,Bowler_33,1,0,1,Batsman_3,run out,Batsman_81,
5998,30,2,Kolkata Knight Riders,Lucknow Super Giants,18,1,Batsman_101,Batsman_89,Bowler_42,1,0,1,,,,
5999,30,2,Kolkata Knight Riders,Lucknow Super Giants,18,2,Batsman_102,Batsman_83,Bowler_69,6,0,6,,,,
6000,30,2,Kolkata Knight Riders,Lucknow Super Giants,18,3,Batsman_35,Batsman_42,Bowler_26,0,0,0,,,,
6001,30,2,Kolkata Knight Riders,Lucknow Super Giants,19,1,Batsman_17,Batsman_147,Bowler_14,4,0,4,,,,
6002,30,2,Kolkata Knight Riders,Lucknow Super Giants,19,2,Batsman_26,Batsman_64,Bowler_49,3,0,3,Batsman_26,bowled,,
6003,30,2,Kolkata Knight Riders,Lucknow Super Giants,19,3,Batsman_38,Batsman_13,Bowler_20,1,0,1,,,,
6004,30,2,Kolkata Knight Riders,Lucknow Super Giants,19,4,Batsman_142,Batsman_106,Bowler_87,4,0,4,,,,
6005,30,2,Kolkata Knight Riders,Lucknow Super Giants,20,1,Batsman_74,Batsman_85,Bowler_39,0,0,0,,,,
6006,30,2,Kolkata Knight Riders,Lucknow Super Giants,20,2,Batsman_62,Batsman_6,Bowler_20,0,0,0,,,,
6007,31,1,Punjab Kings,Kolkata Knight Riders,1,1,Batsman_34,Batsman_115,Bowler_68,6,0,6,,,,
6008,31,1,Punjab Kings,Kolkata Knight Riders,1,2,Batsman_61,Batsman_86,Bowler_8,2,0,2,,,,
6009,31,1,Punjab Kings,Kolkata Knight Riders,1,3,Batsman_60,Batsman_86,Bowler_30,3,0,3,,,,
6010,31,1,Punjab Kings,Kolkata Knight Riders,1,4,Batsman_125,Batsman_106,Bowler_24,2,0,2,,,,
6011,31,1,Punjab Kings,Kolkata Knight Riders,1,5,Batsman_125,Batsman_97,Bowler_37,0,0,0,,,,
6012,31,1,Punjab Kings,Kolkata Knight Riders,1,6,Batsman_117,Batsman_118,Bowler_75,6,0,6,,,,
6013,31,1,Punjab Kings,Kolkata Knight Riders,2,1,Batsman_142,Batsman_49,Bowler_1,2,4,6,,,,wides
6014,31,1,Punjab Kings,Kolkata Knight Riders,2,2,Batsman_97,Batsman_15,Bowler_17,1,0,1,,,,
6015,31,1,Punjab Kings,Kolkata Knight Riders,2,3,Batsman_109,Batsman_121,Bowler_93,0,4,4,,,,byes
6016,31,1,Punjab Kings,Kolkata Knight Riders,2,4,Batsman_83,Batsman_140,Bowler_74,1,0,1,,,,
6017,31,1,Punjab Kings,Kolkata Knight Riders,2,5,Batsman_47,Batsman_77,Bowler_25,6,0,6,,,,
6018,31,1,Punjab Kings,Kolkata Knight Riders,2,6,Batsman_41,Batsman_43,Bowler_24,6,0,6,,,,
6019,31,1,Punjab Kings,Kolkata Knight Riders,3,1,Batsman_22,Batsman_51,Bowler_65,6,0,6,,,,
6020,31,1,Punjab Kings,Kolkata Knight Riders,3,2,Batsman_8,Batsman_99,Bowler_19,1,1,2,,,,legbyes
6021,31,1,Punjab Kings,Kolkata Knight Riders,3,3,Batsman_72,Batsman_77,Bowler_10,0,0,0,,,,
6022,31,1,Punjab Kings,Kolkata Knight Riders,3,4,Batsman_40,Batsman_65,Bowler_48,1,0,1,,,,
6023,31,1,Punjab Kings,Kolkata Knight Riders,3,5,Batsman_146,Batsman_57,Bowler_74,3,0,3,,,,
6024,31,1,Punjab Kings,Kolkata Knight Riders,3,6,Batsman_72,Batsman_107,Bowler_21,2,0,2,,,,
6025,31,1,Punjab Kings,Kolkata Knight Riders,4,1,Batsman_118,Batsman_72,Bowler_15,1,0,1,,,,
6026,31,1,Punjab Kings,Kolkata Knight Riders,4,2,Batsman_60,Batsman_54,Bowler_92,1,0,1,,,,
6027,31,1,Punjab Kings,Kolkata Knight Riders,4,3,Batsman_21,Batsman_6,Bowler_44,0,3,3,,,,legbyes
6028,31,1,Punjab Kings,Kolkata Knight Riders,4,4,Batsman_89,Batsman_16,Bowler_66,2,0,2,,,,
6029,31,1,Punjab Kings,Kolkata Knight Riders,4,5,Batsman_58,Batsman_47,Bowler_95,2,0,2,Batsman_58,bowled,,
6030,31,1,Punjab Kings,Kolkata Knight Riders,4,6,Batsman_18,Batsman_143,Bowler_56,2,0,2,,,,
6031,31,1,Punjab Kings,Kolkata Knight Riders,5,1,Batsman_117,Batsman_73,Bowler_60,3,0,3,,,,
6032,31,1,Punjab Kings,Kolkata Knight Riders,5,2,Batsman_69,Batsman_141,Bowler_32,3,0,3,,,,
6033,31,1,Punjab Kings,Kolkata Knight Riders,5,3,Batsman_143,Batsman_98,Bowler_74,0,0,0,,,,
6034,31,1,Punjab Kings,Kolkata Knight Riders,5,4,Batsman_1,Batsman_45,Bowler_43,4,0,4,,,,
6035,31,1,Punjab Kings,Kolkata Knight Riders,5,5,Batsman_68,Batsman_27,Bowler_15,3,3,6,,,,legbyes
6036,31,1,Punjab Kings,Kolkata Knight Riders,5,6,Batsman_78,Batsman_19,Bowler_19,1,0,1,,,,
6037,31,1,Punjab Kings,Kolkata Knight Riders,6,1,Batsman_7,Batsman_146,Bowler_34,6,0,6,,,,
6038,31,1,Punjab Kings,Kolkata Knight Riders,6,2,Batsman_10,Batsman_64,Bowler_26,1,0,1,,,,
6039,31,1,Punjab Kings,Kolkata Knight Riders,6,3,Batsman_84,Batsman_51,Bowler_92,0,0,0,,,,
6040,31,1,Punjab Kings,Kolkata Knight Riders,6,4,Batsman_58,Batsman_36,Bowler_53,2,0,2,,,,
6041,31,1,Punjab Kings,Kolkata Knight Riders,6,5,Batsman_54,Batsman_123,Bowler_10,0,0,0,,,,
6042,31,1,Punjab Kings,Kolkata Knight Riders,6,6,Batsman_31,Batsman_12,Bowler_78,0,0,0,,,,
6043,31,1,Punjab Kings,Kolkata Knight Riders,7,1,Batsman_8,Batsman_94,Bowler_31,3,0,3,,,,
6044,31,1,Punjab Kings,Kolkata Knight Riders,7,2,Batsman_94,Batsman_42,Bowler_95,4,0,4,,,,
6045,31,1,Punjab Kings,Kolkata Knight Riders,7,3,Batsman_141,Batsman_119,Bowler_8,1,0,1,,,,
6046,31,1,Punjab Kings,Kolkata Knight Riders,7,4,Batsman_42,Batsman_130,Bowler_53,2,0,2,Batsman_42,bowled,,
6047,31,1,Punjab Kings,Kolkata Knight Riders,7,5,Batsman_21,Batsman_11,Bowler_94,0,3,3,,,,byes
6048,31,1,Punjab Kings,Kolkata Knight Riders,7,6,Batsman_135,Batsman_3,Bowler_48,1,0,1,,,,
6049,31,1,Punjab Kings,Kolkata Knight Riders,8,1,Batsman_131,Batsman_124,Bowler_40,3,0,3,Batsman_131,lbw,,
6050,31,1,Punjab Kings,Kolkata Knight Riders,8,2,Batsman_14,Batsman_16,Bowler_57,0,0,0,Batsman_14,lbw,,
6051,31,1,Punjab Kings,Kolkata Knight Riders,8,3,Batsman_45,Batsman_8,Bowler_37,2,0,2,,,,
6052,31,1,Punjab Kings,Kolkata Knight Riders,8,4,Batsman_15,Batsman_68,Bowler_11,0,3,3,,,,wides
6053,31,1,Punjab Kings,Kolkata Knight Riders,8,5,Batsman_8,Batsman_90,Bowler_48,3,0,3,,,,
6054,31,1,Punjab Kings,Kolkata Knight Riders,8,6,Batsman_117,Batsman_141,Bowler_41,0,0,0,,,,
6055,31,1,Punjab Kings,Kolkata Knight Riders,9,1,Batsman_92,Batsman_30,Bowler_35,0,0,0,,,,
6056,31,1,Punjab Kings,Kolkata Knight Riders,9,2,Batsman_104,Batsman_6,Bowler_73,1,0,1,,,,
6057,31,1,Punjab Kings,Kolkata Knight Riders,9,3,Batsman_14,Batsman_40,Bowler_9,0,0,0,,,,
6058,31,1,Punjab Kings,Kolkata Knight Riders,9,4,Batsman_86,Batsman_32,Bowler_16,0,0,0,,,,
6059,31,1,Punjab Kings,Kolkata Knight Riders,9,5,Batsman_25,Batsman_66,Bowler_27,3,0,3,,,,
6060,31,1,Punjab Kings,Kolkata Knight Riders,10,1,Batsman_108,Batsman_84,Bowler_2,2,0,2,,,,
6061,31,1,Punjab Kings,Kolkata Knight Riders,10,2,Batsman_82,Batsman_90,Bowler_28,0,0,0,,,,
6062,31,1,Punjab Kings,Kolkata Knight Riders,10,3,Batsman_20,Batsman_48,Bowler_19,0,0,0,,,,
6063,31,1,Punjab Kings,Kolkata Knight Riders,10,4,Batsman_79,Batsman_83,Bowler_93,3,0,3,Batsman_79,stumped,Batsman_112,
6064,31,1,Punjab Kings,Kolkata Knight Riders,10,5,Batsman_9,Batsman_110,Bowler_87,2,0,2,,,,
6065,31,1,Punjab Kings,Kolkata Knight Riders,10,6,Batsman_105,Batsman_10,Bowler_13,2,0,2,,,,
6066,31,1,Punjab Kings,Kolkata Knight Riders,11,1,Batsman_148,Batsman_61,Bowler_10,4,0,4,,,,
6067,31,1,Punjab Kings,Kolkata Knight Riders,11,2,Batsman_69,Batsman_16,Bowler_4,4,0,4,,,,
6068,31,1,Punjab Kings,Kolkata Knight Riders,11,3,Batsman_116,Batsman_29,Bowler_76,0,0,0,,,,
6069,31,1,Punjab Kings,Kolkata Knight Riders,11,4,Batsman_134,Batsman_115,Bowler_40,3,0,3,,,,
6070,31,1,Punjab Kings,Kolkata Knight Riders,11,5,Batsman_39,Batsman_92,Bowler_34,2,0,2,,,,
6071,31,1,Punjab Kings,Kolkata Knight Riders,12,1,Batsman_67,Batsman_45,Bowler_62,0,0,0,,,,
6072,31,1,Punjab Kings,Kolkata Knight Riders,12,2,Batsman_101,Batsman_112,Bowler_36,1,0,1,Batsman_101,bowled,,
6073,31,1,Punjab Kings,Kolkata Knight Riders,12,3,Batsman_44,Batsman_145,Bowler_82,3,0,3,,,,
6074,31,1,Punjab Kings,Kolkata Knight Riders,12,4,Batsman_49,Batsman_5,Bowler_95,1,0,1,,,,
6075,31,1,Punjab Kings,Kolkata Knight Riders,12,5,Batsman_99,Batsman_117,Bowler_59,1,2,3,,,,wides
6076,31,1,Punjab Kings,Kolkata Knight Riders,12,6,Batsman_58,Batsman_92,Bowler_11,3,0,3,,,,
6077,31,1,Punjab Kings,Kolkata Knight Riders,13,1,Batsman_25,Batsman_91,Bowler_59,2,2,4,,,,byes
6078,31,1,Punjab Kings,Kolkata Knight Riders,13,2,Batsman_100,Batsman_42,Bowler_3,0,0,0,,,,
6079,31,1,Punjab Kings,Kolkata Knight Riders,13,3,Batsman_84,Batsman_30,Bowler_87,0,0,0,,,,
6080,31,1,Punjab Kings,Kolkata Knight Riders,13,4,Batsman_144,Batsman_108,Bowler_76,1,0,1,,,,
6081,31,1,Punjab Kings,Kolkata Knight Riders,13,5,Batsman_142,Batsman_70,Bowler_1,2,0,2,,,,
6082,31,1,Punjab Kings,Kolkata Knight Riders,13,6,Batsman_123,Batsman_101,Bowler_62,0,0,0,,,,
6083,31,1,Punjab Kings,Kolkata Knight Riders,14,1,Batsman_53,Batsman_56,Bowler_75,2,0,2,Batsman_53,run out,Batsman_104,
6084,31,1,Punjab Kings,Kolkata Knight Riders,14,2,Batsman_127,Batsman_110,Bowler_2,3,0,3,Batsman_127,bowled,,
6085,31,1,Punjab Kings,Kolkata Knight Riders,14,3,Batsman_87,Batsman_13,Bowler_87,2,0,2,Batsman_87,stumped,Batsman_48,
6086,31,1,Punjab Kings,Kolkata Knight Riders,14,4,Batsman_130,Batsman_10,Bowler_45,6,0,6,,,,
6087,31,1,Punjab Kings,Kolkata Knight Riders,14,5,Batsman_80,Batsman_20,Bowler_75,2,0,2,Batsman_80,caught,Batsman_67,
6088,31,1,Punjab Kings,Kolkata Knight Riders,14,6,Batsman_17,Batsman_101,Bowler_7,1,0,1,,,,
6089,31,1,Punjab Kings,Kolkata Knight Riders,15,1,Batsman_150,Batsman_11,Bowler_57,1,0,1,,,,
6090,31,1,Punjab Kings,Kolkata Knight Riders,15,2,Batsman_80,Batsman_138,Bowler_27,1,0,1,,,,
6091,31,1,Punjab Kings,Kolkata Knight Riders,15,3,Batsman_24,Batsman_116,Bowler_57,0,0,0,,,,
6092,31,1,Punjab Kings,Kolkata Knight Riders,15,4,Batsman_123,Batsman_112,Bowler_57,0,3,3,,,,wides
6093,31,1,Punjab Kings,Kolkata Knight Riders,15,5,Batsman_51,Batsman_27,Bowler_43,4,0,4,,,,
6094,31,1,Punjab Kings,Kolkata Knight Riders,15,6,Batsman_46,Batsman_83,Bowler_7,3,0,3,,,,
6095,31,1,Punjab Kings,Kolkata Knight Riders,17,1,Batsman_150,Batsman_16,Bowler_28,1,0,1,,,,
6096,31,1,Punjab Kings,Kolkata Knight Riders,17,2,Batsman_102,Batsman_121,Bowler_48,4,0,4,,,,
6097,31,1,Punjab Kings,Kolkata Knight Riders,17,3,Batsman_81,Batsman_64,Bowler_34,2,0,2,,,,
6098,31,1,Punjab Kings,Kolkata Knight Riders,17,4,Batsman_35,Batsman_128,Bowler_1,1,0,1,,,,
6099,31,1,Punjab Kings,Kolkata Knight Riders,18,1,Batsman_7,Batsman_54,Bowler_64,1,0,1,,,,
6100,31,1,Punjab Kings,Kolkata Knight Riders,18,2,Batsman_37,Batsman_2,Bowler_65,0,0,0,,,,
6101,31,1,Punjab Kings,Kolkata Knight Riders,18,3,Batsman_104,Batsman_3,Bowler_77,2,3,5,,,,noballs
